game_id,season,neutral_site,gametime,conference_game,attendance,venue_zip,venue_name,venue_capacity,h_market,h_id,h_alias,h_conf_alias,h_points_game,h_rank,a_market,a_id,a_alias,a_conf_alias,a_points_game,a_rank,h_long_name,a_long_name,h_avg_attendence,h_m_enroll,h_f_enroll,h_t_enroll,h_budget,h_ppg,h_oppg,a_avg_attendence,a_m_enroll,a_f_enroll,a_t_enroll,a_budget,a_ppg,a_oppg,d_spread,d_avg_attendence,d_m_enroll,d_f_enroll,d_t_enroll,d_budget,d_ppg,d_oppg,outcome
eea7d885-259d-40f4-af21-1dbd4a9b2fc0,2017,False,2018-03-03 23:30:00.000000 UTC,True,3148.0,99163,Beasley Coliseum,11671.0,Washington State,2d4f0015-adb4-4877-8c15-4a6eed7eed03,WSU,PAC12,67,0,Oregon State,532d3874-b4b3-4c5c-acc6-749a6db26c8f,ORST,PAC12,92,0,Washington State University,Oregon State University,46772,9371,10364,19735,5867954,73.5,66.7,61649,10119,9588,19707,7085122,68.9,72.7,-25,-14877,-748,776,28,-1217168,4.6,-6.0,0
f9e28848-1a6a-47a8-aaa2-86d59e87a709,2017,False,2018-01-12 02:00:00.000000 UTC,True,14644.0,85721,McKale Center,14644.0,Arizona,9b166a3f-e64b-4825-bb6b-92c6f0418263,ARIZ,PAC12,62,17,Oregon State,532d3874-b4b3-4c5c-acc6-749a6db26c8f,ORST,PAC12,53,0,University of Arizona,Oregon State University,239947,13006,17130,30136,15934003,87.1,72.1,61649,10119,9588,19707,7085122,68.9,72.7,9,178298,2887,7542,10429,8848881,18.2,-0.6,1
8fb6e1c3-795d-4d7a-8d7c-7b986a533cf4,2017,False,2018-01-28 01:00:00.000000 UTC,True,12364.0,97401,Matthew Knight Arena,12364.0,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,66,0,Oregon State,532d3874-b4b3-4c5c-acc6-749a6db26c8f,ORST,PAC12,57,0,University of Oregon,Oregon State University,124682,8035,10150,18185,11919466,75.6,72.3,61649,10119,9588,19707,7085122,68.9,72.7,9,63033,-2084,562,-1522,4834344,6.7,-0.4,1
158109d0-6b2b-4a4c-b83a-9152634c6bf7,2017,True,2017-11-27 00:00:00.000000 UTC,False,,34747,HP Field House,1200.0,Marist,15d31915-fbd6-4ae3-8e4b-f3b563c56a18,MRST,MAAC,46,0,Oregon State,532d3874-b4b3-4c5c-acc6-749a6db26c8f,ORST,PAC12,65,0,Marist College,Oregon State University,1553,2025,2889,4914,2294053,64.6,62.2,61649,10119,9588,19707,7085122,68.9,72.7,-19,-60096,-8094,-6699,-14793,-4791069,-4.3,-10.5,0
b0cf1cc3-85c3-4a81-84a9-5c45624e0dfa,2017,False,2018-03-02 02:00:00.000000 UTC,True,2592.0,99163,Beasley Coliseum,11671.0,Washington State,2d4f0015-adb4-4877-8c15-4a6eed7eed03,WSU,PAC12,78,0,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,76,0,Washington State University,University of Oregon,46772,9371,10364,19735,5867954,73.5,66.7,124682,8035,10150,18185,11919466,75.6,72.3,2,-77910,1336,214,1550,-6051512,-2.1,-5.6,1
c2aa05c7-a331-4b34-8a0d-032de8c7a55d,2017,False,2018-01-13 19:00:00.000000 UTC,True,14644.0,85721,McKale Center,14644.0,Arizona,9b166a3f-e64b-4825-bb6b-92c6f0418263,ARIZ,PAC12,90,17,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,83,0,University of Arizona,University of Oregon,239947,13006,17130,30136,15934003,87.1,72.1,124682,8035,10150,18185,11919466,75.6,72.3,7,115265,4971,6980,11951,4014537,11.5,-0.2,1
38d71486-96aa-41c7-8d52-0caedb18dfa1,2017,True,2018-03-09 04:30:00.000000 UTC,False,13194.0,89158,T-Mobile Arena,18000.0,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,66,0,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,68,0,University of Utah,University of Oregon,114047,10979,10210,21189,11803281,78.8,73.2,124682,8035,10150,18185,11919466,75.6,72.3,-2,-10635,2944,60,3004,-116185,3.2,0.9,0
f13ab618-5b5c-4286-b62b-a7f937def4ed,2017,False,2018-01-06 03:00:00.000000 UTC,True,6482.0,97331,Gill Coliseum,9604.0,Oregon State,532d3874-b4b3-4c5c-acc6-749a6db26c8f,ORST,PAC12,76,0,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,64,0,Oregon State University,University of Oregon,61649,10119,9588,19707,7085122,68.9,72.7,124682,8035,10150,18185,11919466,75.6,72.3,12,-63033,2084,-562,1522,-4834344,-6.7,0.4,1
966b4934-47f1-439a-806f-19fe165c7c89,2017,False,2018-03-18 20:30:00.000000 UTC,False,3618.0,53203,BMO Harris Bradley Center,18717.0,Marquette,06f7c904-0ac7-4125-b0f4-f4871bb69057,MARQ,BIGEAST,101,0,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,92,0,Marquette University,University of Oregon,243584,3150,4010,7160,17268167,78.1,69.8,124682,8035,10150,18185,11919466,75.6,72.3,9,118902,-4885,-6140,-11025,5348701,2.5,-2.5,1
edef2ae0-9305-4a9b-81a5-90a954a96f98,2017,False,2018-02-18 03:00:00.000000 UTC,True,2924.0,99163,Beasley Coliseum,11671.0,Washington State,2d4f0015-adb4-4877-8c15-4a6eed7eed03,WSU,PAC12,70,0,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,77,0,Washington State University,University of Utah,46772,9371,10364,19735,5867954,73.5,66.7,114047,10979,10210,21189,11803281,78.8,73.2,-7,-67275,-1608,154,-1454,-5935327,-5.3,-6.5,0
07852bd4-ed7e-4c4d-8551-44f64b7e19bc,2017,False,2018-01-27 22:30:00.000000 UTC,True,14644.0,85721,McKale Center,14644.0,Arizona,9b166a3f-e64b-4825-bb6b-92c6f0418263,ARIZ,PAC12,74,11,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,73,0,University of Arizona,University of Utah,239947,13006,17130,30136,15934003,87.1,72.1,114047,10979,10210,21189,11803281,78.8,73.2,1,125900,2027,6920,8947,4130722,8.3,-1.1,1
8a912823-16eb-4420-8ed3-486331010337,2017,False,2017-12-30 03:00:00.000000 UTC,True,9661.0,97401,Matthew Knight Arena,12364.0,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,56,0,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,66,0,University of Oregon,University of Utah,124682,8035,10150,18185,11919466,75.6,72.3,114047,10979,10210,21189,11803281,78.8,73.2,-10,10635,-2944,-60,-3004,116185,-3.2,-0.9,0
c01d77df-7b4e-4b2d-a619-eff5c5b19893,2017,False,2017-12-31 23:00:00.000000 UTC,True,4751.0,97331,Gill Coliseum,9604.0,Oregon State,532d3874-b4b3-4c5c-acc6-749a6db26c8f,ORST,PAC12,64,0,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,66,0,Oregon State University,University of Utah,61649,10119,9588,19707,7085122,68.9,72.7,114047,10979,10210,21189,11803281,78.8,73.2,-2,-52398,-860,-622,-1482,-4718159,-9.9,-0.5,0
85aa3354-8126-401c-b66a-e4ec6c3f64a3,2017,False,2017-12-06 02:00:00.000000 UTC,False,7638.0,46208,Hinkle Fieldhouse,9100.0,Butler,bdb7d7a4-45f8-4bf3-ab85-15488c451494,BUT,BIGEAST,81,0,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,69,0,Butler University,University of Utah,126686,1726,2522,4248,8323023,77.1,73.7,114047,10979,10210,21189,11803281,78.8,73.2,12,12639,-9253,-7688,-16941,-3480258,-1.7,0.5,1
adf19fd4-ba93-464c-be7f-65b54233d847,2017,False,2017-12-17 04:00:00.000000 UTC,False,16272.0,84602,Marriott Center,19000.0,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,WCC,77,0,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,65,0,Brigham Young University,University of Utah,291189,13555,14699,28254,10685023,81.4,69.9,114047,10979,10210,21189,11803281,78.8,73.2,12,177142,2576,4489,7065,-1118258,2.6,-3.3,1
4fee23b9-69ae-4202-8a56-9a557187113a,2017,False,2018-03-22 02:00:00.000000 UTC,False,2309.0,94575,McKeon Pavilion,3500.0,Saint Mary's,b18f34af-a7f1-4659-a2e5-fc11a31cd316,SMC,WCC,58,25,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,67,0,Saint Mary's College of California,University of Utah,57541,839,1073,1912,6444755,74.0,59.2,114047,10979,10210,21189,11803281,78.8,73.2,-9,-56506,-10140,-9137,-19277,-5358526,-4.8,-14.0,1
b8d7163b-c501-4398-9601-d5808cb7c938,2017,False,2018-02-01 03:00:00.000000 UTC,True,4607.0,99163,Beasley Coliseum,11671.0,Washington State,2d4f0015-adb4-4877-8c15-4a6eed7eed03,WSU,PAC12,72,0,Arizona,9b166a3f-e64b-4825-bb6b-92c6f0418263,ARIZ,PAC12,100,9,Washington State University,University of Arizona,46772,9371,10364,19735,5867954,73.5,66.7,239947,13006,17130,30136,15934003,87.1,72.1,-28,-193175,-3635,-6766,-10401,-10066049,-13.6,-5.4,0
483385ab-fd4c-4851-9fa1-7a21546a9ede,2017,False,2018-02-25 03:15:00.000000 UTC,True,12364.0,97401,Matthew Knight Arena,12364.0,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,98,0,Arizona,9b166a3f-e64b-4825-bb6b-92c6f0418263,ARIZ,PAC12,93,14,University of Oregon,University of Arizona,124682,8035,10150,18185,11919466,75.6,72.3,239947,13006,17130,30136,15934003,87.1,72.1,5,-115265,-4971,-6980,-11951,-4014537,-11.5,0.2,1
13c28970-5624-4b82-8f9d-aed7d2cc0bf5,2017,False,2018-01-05 02:00:00.000000 UTC,True,13543.0,84112,Jon M. Huntsman Center,15000.0,Utah,0d037a5d-827a-44dd-8b70-57603d671d5d,UTAH,PAC12,82,0,Arizona,9b166a3f-e64b-4825-bb6b-92c6f0418263,ARIZ,PAC12,94,14,University of Utah,University of Arizona,114047,10979,10210,21189,11803281,78.8,73.2,239947,13006,17130,30136,15934003,87.1,72.1,-12,-125900,-2027,-6920,-8947,-4130722,-8.3,1.1,0
d7d60cb0-749a-44f6-b229-a37542db2921,2017,False,2018-02-23 02:00:00.000000 UTC,True,4963.0,97331,Gill Coliseum,9604.0,Oregon State,532d3874-b4b3-4c5c-acc6-749a6db26c8f,ORST,PAC12,65,0,Arizona,9b166a3f-e64b-4825-bb6b-92c6f0418263,ARIZ,PAC12,75,14,Oregon State University,University of Arizona,61649,10119,9588,19707,7085122,68.9,72.7,239947,13006,17130,30136,15934003,87.1,72.1,-10,-178298,-2887,-7542,-10429,-8848881,-18.2,0.6,0
2c2d36b5-dd5c-4b6a-b4c5-37720921b399,2017,False,2017-11-16 02:00:00.000000 UTC,False,2340.0,99163,Beasley Coliseum,11671.0,Washington State,2d4f0015-adb4-4877-8c15-4a6eed7eed03,WSU,PAC12,75,0,Seattle,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,WAC,59,0,Washington State University,Seattle University,46772,9371,10364,19735,5867954,73.5,66.7,16279,1513,2360,3873,3217416,73.8,66.8,16,30493,7858,8004,15862,2650538,-0.3,-0.1,1
b8e59a35-d3fe-4c12-86e6-1edb3048401f,2017,False,2017-12-10 01:00:00.000000 UTC,False,3324.0,94575,McKeon Pavilion,3500.0,Saint Mary's,b18f34af-a7f1-4659-a2e5-fc11a31cd316,SMC,WCC,97,0,Seattle,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,WAC,73,0,Saint Mary's College of California,Seattle University,57541,839,1073,1912,6444755,74.0,59.2,16279,1513,2360,3873,3217416,73.8,66.8,24,41262,-674,-1287,-1961,3227339,0.2,-7.6,1
38173dfa-bc04-454b-a581-1da98fb8e8a6,2017,False,2018-03-04 02:00:00.000000 UTC,True,4271.0,84097,UCCU Center,8500.0,Utah Valley,4200f37c-86e0-413e-a5c4-e5edf1e272e7,UVU,WAC,73,0,Seattle,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,WAC,47,0,Utah Valley University,Seattle University,37716,9010,8209,17219,2301500,68.7,68.6,16279,1513,2360,3873,3217416,73.8,66.8,26,21437,7497,5849,13346,-915916,-5.1,1.8,1
5624fb30-298b-40f9-93f9-a3a6d744340e,2017,False,2017-11-11 01:00:00.000000 UTC,False,7246.0,63103,Chaifetz Arena,10600.0,Saint Louis,1e42cce3-236b-4f3e-9650-2c45e6332e1e,SLU,A10,62,0,Seattle,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,WAC,46,0,Saint Louis University,Seattle University,127012,2564,4115,6679,7959854,74.9,79.4,16279,1513,2360,3873,3217416,73.8,66.8,16,110733,1051,1755,2806,4742438,1.1,12.6,1
bbdf40be-99cd-4245-a9b1-021ea908b0bc,2017,False,2017-11-19 19:00:00.000000 UTC,False,350.0,37212,Curb Event Center,5085.0,Belmont,a0a22502-0d84-440c-84af-1fbb070ad54c,BEL,OVC,90,0,Seattle,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,WAC,77,0,Belmont University,Seattle University,30603,2347,4740,7087,3635804,77.9,75.5,16279,1513,2360,3873,3217416,73.8,66.8,13,14324,834,2380,3214,418388,4.1,8.7,1
3ea7ff54-42f6-42f9-9310-1de56dad9bf4,2017,False,2018-02-23 02:00:00.000000 UTC,True,6925.0,85017,Grand Canyon University Arena,7000.0,Grand Canyon,f7e6acc3-0778-4de5-940a-d88e20df1159,GC,WAC,76,0,Seattle,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,WAC,64,0,Grand Canyon University,Seattle University,118159,9548,14353,23901,7668046,79.1,67.0,16279,1513,2360,3873,3217416,73.8,66.8,12,101880,8035,11993,20028,4450630,5.3,0.2,1
7fff2987-8e1f-4662-b5c1-e81b32725897,2017,False,2018-02-10 20:05:00.000000 UTC,True,163.0,60628,Jones Convocation Center,7000.0,Chicago State,2f8c85a7-54f4-4942-be16-2cbac77c82d7,CHS,WAC,81,0,Seattle,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,WAC,91,0,Chicago State University,Seattle University,1279,331,604,935,1294165,69.5,70.6,16279,1513,2360,3873,3217416,73.8,66.8,-10,-15000,-1182,-1756,-2938,-1923251,-4.3,3.8,0
6a0a0358-2e8a-444a-93cd-15ad116b7c92,2017,False,2017-11-18 21:30:00.000000 UTC,False,2129.0,99163,Beasley Coliseum,11671.0,Washington State,2d4f0015-adb4-4877-8c15-4a6eed7eed03,WSU,PAC12,83,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,62,0,Washington State University,Idaho State University,46772,9371,10364,19735,5867954,73.5,66.7,18043,2125,3208,5333,1335708,70.5,70.1,21,28729,7246,7156,14402,4532246,3.0,-3.4,1
e3996340-9460-499c-bcd6-9df4732ec129,2017,False,2017-11-28 03:00:00.000000 UTC,False,529.0,98109,KeyArena,17072.0,Seattle,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,WAC,73,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,67,0,Seattle University,Idaho State University,16279,1513,2360,3873,3217416,73.8,66.8,18043,2125,3208,5333,1335708,70.5,70.1,6,-1764,-612,-848,-1460,1881708,3.3,-3.3,1
55eb0981-80c3-4e30-ba89-39695675ad65,2017,False,2017-12-22 02:00:00.000000 UTC,False,14660.0,84602,Marriott Center,19000.0,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,WCC,85,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,71,0,Brigham Young University,Idaho State University,291189,13555,14699,28254,10685023,81.4,69.9,18043,2125,3208,5333,1335708,70.5,70.1,14,273146,11430,11491,22921,9349315,10.9,-0.2,1
38faa24c-d6d4-4feb-ba17-15aebd5eab7c,2017,False,2018-01-13 21:00:00.000000 UTC,True,1165.0,80631,Bank of Colorado Arena at Butler-Hancock Athletic Center,2734.0,Northern Colorado,7e42fa84-68cd-47a6-b49a-18b5414d8084,UNCO,BIGSKY,94,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,80,0,University of Northern Colorado,Idaho State University,17373,1802,3563,5365,1797779,79.3,77.0,18043,2125,3208,5333,1335708,70.5,70.1,14,-670,-323,355,32,462071,8.8,6.9,0
59e9e7ce-9a6e-43a4-bf2b-4b651d0fce16,2017,False,2017-12-31 02:00:00.000000 UTC,True,7552.0,84403,Dee Events Center,11592.0,Weber State,4743cb7c-784a-4b95-a380-5471f92f2217,WEB,BIGSKY,60,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,62,0,Weber State University,Idaho State University,61792,4372,5746,10118,2131322,75.4,67.5,18043,2125,3208,5333,1335708,70.5,70.1,-2,43749,2247,2538,4785,795614,4.9,-2.6,0
e3e45393-3e0e-4647-8830-ec310723238d,2017,False,2018-02-17 21:00:00.000000 UTC,True,613.0,97219,Pamplin Sports Center,2300.0,Portland State,79965018-7f6f-4273-9eef-65c99b592b01,PRST,BIGSKY,91,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,77,0,Portland State University,Idaho State University,14090,4641,6326,10967,1956434,71.9,71.8,18043,2125,3208,5333,1335708,70.5,70.1,14,-3953,2516,3118,5634,620726,1.4,1.7,1
0f8fada3-984e-4406-9b5f-bd67b4af240f,2017,False,2018-02-03 19:30:00.000000 UTC,True,2259.0,84720,Centrum Arena,5300.0,Southern Utah,c7116621-45ed-4ab1-9ad9-dee524120569,SUU,BIGSKY,84,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,80,0,Southern Utah University,Idaho State University,29179,3331,4489,7820,1566836,75.0,77.6,18043,2125,3208,5333,1335708,70.5,70.1,4,11136,1206,1281,2487,231128,4.5,7.5,1
f8785740-c8eb-4b1c-8e8b-79468523b96c,2017,False,2018-02-02 01:30:00.000000 UTC,True,955.0,86001,Walkup Skydome,11230.0,Northern Arizona,1753768d-e46e-40b1-8d69-a8ae5cccec03,NAU,BIGSKY,61,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,63,0,Northern Arizona University,Idaho State University,10368,7503,12507,20010,1706778,68.6,76.6,18043,2125,3208,5333,1335708,70.5,70.1,-2,-7675,5378,9299,14677,371070,-1.9,6.5,0
8c5265ef-358b-4514-b830-02b6b9e91393,2017,False,2018-01-12 01:00:00.000000 UTC,True,,58203,Betty Engelstad Sioux Center,3300.0,North Dakota,de8fc8a7-253f-4597-8a48-a0104ef226ae,UND,BIGSKY,81,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,58,0,University of North Dakota,Idaho State University,23187,3641,3350,6991,2144904,75.3,71.9,18043,2125,3208,5333,1335708,70.5,70.1,23,5144,1516,142,1658,809196,4.8,1.8,1
44225d13-30f6-4f40-b36b-7fa628f8b072,2017,False,2018-03-02 02:30:00.000000 UTC,True,2872.0,59717,Worthington Arena,7250.0,Montana State,bec40585-b587-4548-93f5-b7c00b046aea,MTST,BIGSKY,78,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,101,0,Montana State University,Idaho State University,42530,6650,5815,12465,2887114,75.3,74.5,18043,2125,3208,5333,1335708,70.5,70.1,-23,24487,4525,2607,7132,1551406,4.8,4.4,0
33c6e6ab-a093-46f9-ae5d-ec402c25ab32,2017,False,2017-11-23 03:00:00.000000 UTC,False,1278.0,95112,Event Center Arena,5000.0,San Jose State,29de4e5e-ee5b-48c8-bffc-1972e7da1e30,SJSU,MWC,62,0,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,IDST,BIGSKY,54,0,San Jose State University,Idaho State University,32724,11175,10351,21526,3254424,69.6,75.1,18043,2125,3208,5333,1335708,70.5,70.1,8,14681,9050,7143,16193,1918716,-0.9,5.0,1
02ebc3a4-1601-4d05-ba1b-48d1863c9a5a,2017,False,2017-12-21 04:00:00.000000 UTC,False,4165.0,99201,Spokane Veterans Memorial Arena,12210.0,Washington State,2d4f0015-adb4-4877-8c15-4a6eed7eed03,WSU,PAC12,65,0,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,68,0,Washington State University,Kansas State University,46772,9371,10364,19735,5867954,73.5,66.7,163135,6790,6629,13419,9310785,72.2,71.1,-3,-116363,2581,3735,6316,-3442831,1.3,-4.4,0
05b76830-9a38-4f1d-97b8-4032eb861750,2017,False,2018-01-06 21:00:00.000000 UTC,True,12531.0,79409,United Supermarkets Arena,15098.0,Texas Tech,f8c705b7-87d3-411a-9c8b-5124daab0469,TTU,BIG12,74,18,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,58,0,Texas Tech University,Kansas State University,224774,14705,14370,29075,16173338,75.3,69.6,163135,6790,6629,13419,9310785,72.2,71.1,16,61639,7915,7741,15656,6862553,3.1,-1.5,1
bd12c30a-f36d-4c83-a201-fafe9e25d1c5,2017,False,2018-01-13 17:00:00.000000 UTC,True,16300.0,66045,Allen Fieldhouse,16300.0,Kansas,fae4855b-1b64-4b40-a632-9ed345e1e952,KU,BIG12,73,12,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,72,0,University of Kansas,Kansas State University,260800,7796,8933,16729,15273973,75.6,69.9,163135,6790,6629,13419,9310785,72.2,71.1,1,97665,1006,2304,3310,5963188,3.4,-1.2,1
641c4772-0c02-462c-b063-1545b191c309,2017,True,2018-03-10 00:00:00.000000 UTC,False,18223.0,64106,Sprint Center,18972.0,Kansas,fae4855b-1b64-4b40-a632-9ed345e1e952,KU,BIG12,83,9,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,67,0,University of Kansas,Kansas State University,260800,7796,8933,16729,15273973,75.6,69.9,163135,6790,6629,13419,9310785,72.2,71.1,16,97665,1006,2304,3310,5963188,3.4,-1.2,1
02d22be8-8f6e-4190-8173-45c8afa3de5f,2017,True,2018-03-23 01:45:00.000000 UTC,False,15616.0,30303,Philips Arena,19049.0,Kentucky,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,UK,SEC,58,18,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,61,0,University of Kentucky,Kansas State University,357721,8721,12023,20744,24152043,89.0,79.7,163135,6790,6629,13419,9310785,72.2,71.1,-3,194586,1931,5394,7325,14841258,16.8,8.6,0
d49c613c-9cbf-4d05-a923-fb6c29b51036,2017,True,2018-03-16 22:50:00.000000 UTC,False,17943.0,28202,Spectrum Center,19077.0,Creighton,7d797407-623e-476d-b299-46de4275414d,CREI,BIGEAST,59,0,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,69,0,Creighton University,Kansas State University,257449,1736,2436,4172,13153866,80.4,69.9,163135,6790,6629,13419,9310785,72.2,71.1,-10,94314,-5054,-4193,-9247,3843081,8.2,-1.2,1
5f79bd6c-e320-48b1-b3c0-1251f3b1b6e9,2017,False,2018-02-08 01:00:00.000000 UTC,True,9211.0,78701,Frank C. Erwin Jr. Center,16540.0,Texas,6ed15092-2670-450a-99c2-61d861e87644,TEX,BIG12,64,0,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,67,0,The University of Texas at Austin,Kansas State University,189904,16167,22277,38444,16092106,75.4,68.9,163135,6790,6629,13419,9310785,72.2,71.1,-3,26769,9377,15648,25025,6781321,3.2,-2.2,1
f9974cd7-1037-4409-a7ca-8306608859b3,2017,False,2018-02-03 21:00:00.000000 UTC,True,13329.0,26506,WVU Coliseum,14000.0,West Virginia,f770d3a2-221c-49ce-9c7a-680f7417fe9e,WVU,BIG12,89,15,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,51,0,West Virginia University,Kansas State University,204064,8514,9029,17543,11185351,69.8,76.8,163135,6790,6629,13419,9310785,72.2,71.1,38,40929,1724,2400,4124,1874566,-2.4,5.7,1
adf78342-2323-47be-8a51-65dbabb933ba,2017,False,2018-01-23 02:00:00.000000 UTC,True,4787.0,76706,Ferrell Center,10284.0,Baylor,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,BAY,BIG12,83,0,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,90,0,Baylor University,Kansas State University,161047,6008,8877,14885,16055194,80.4,71.1,163135,6790,6629,13419,9310785,72.2,71.1,-7,-2088,-782,2248,1466,6744409,8.2,0.0,0
d7da8cb5-ecbb-4511-8628-948ba56a24ac,2017,False,2017-12-03 19:30:00.000000 UTC,False,8570.0,37235,Memorial Gymnasium,14316.0,Vanderbilt,72971b77-1d35-40b3-bb63-4c5b29f3d22b,VAN,SEC,79,0,Kansas State,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,BIG12,84,0,Vanderbilt University,Kansas State University,162128,3401,3677,7078,14586531,67.9,75.9,163135,6790,6629,13419,9310785,72.2,71.1,-5,-1007,-3389,-2952,-6341,5275746,-4.3,4.8,0
04f4423f-faef-4b0c-beae-61772c96b07c,2017,False,2017-11-12 21:00:00.000000 UTC,False,2424.0,99163,Beasley Coliseum,11671.0,Washington State,2d4f0015-adb4-4877-8c15-4a6eed7eed03,WSU,PAC12,86,0,Texas Southern,eb157f98-0697-459c-9293-ddb162ceb28b,TXSO,SWAC,84,0,Washington State University,Texas Southern University,46772,9371,10364,19735,5867954,73.5,66.7,32964,1967,3717,5684,1923581,70.2,71.1,2,13808,7404,6647,14051,3944373,3.3,-4.4,1
98bf0860-7339-4cf1-8eef-21b362c2e15e,2017,False,2017-12-12 03:00:00.000000 UTC,False,6249.0,97401,Matthew Knight Arena,12364.0,Oregon,1da70895-f77f-44ef-b216-d63c02e696eb,ORE,PAC12,74,0,Texas Southern,eb157f98-0697-459c-9293-ddb162ceb28b,TXSO,SWAC,68,0,University of Oregon,Texas Southern University,124682,8035,10150,18185,11919466,75.6,72.3,32964,1967,3717,5684,1923581,70.2,71.1,6,91718,6068,6433,12501,9995885,5.4,1.2,1
1624e5ac-9c32-41b2-abc9-0d4f3e564c7b,2017,False,2017-12-24 02:00:00.000000 UTC,False,14583.0,84602,Marriott Center,19000.0,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,WCC,73,0,Texas Southern,eb157f98-0697-459c-9293-ddb162ceb28b,TXSO,SWAC,52,0,Brigham Young University,Texas Southern University,291189,13555,14699,28254,10685023,81.4,69.9,32964,1967,3717,5684,1923581,70.2,71.1,21,258225,11588,10982,22570,8761442,11.2,-1.2,1
4ce263a9-e8ee-456c-8f4c-e6174163ee9d,2017,False,2017-11-11 02:00:00.000000 UTC,False,6000.0,99258,McCarthey Athletic Center,6000.0,Gonzaga,2f4d21f8-6d5f-48a5-abca-52a30583871a,GONZ,WCC,97,18,Texas Southern,eb157f98-0697-459c-9293-ddb162ceb28b,TXSO,SWAC,69,0,Gonzaga University,Texas Southern University,102333,2285,2672,4957,12578321,84.5,69.1,32964,1967,3717,5684,1923581,70.2,71.1,28,69369,318,-1045,-727,10654740,14.3,-2.0,1
